Position,Artist,Song Title,Year,Lyrics
65,Bryan Adams,Please Forgive Me,1993,"It still feels like our first night together
Feels like the first kiss
It's getting better baby
No one can better this
Still holding on
You're still the one
First time our eyes met
Same feeling I get
Only feels much stronger
I wanna love you longer
Do you still turn the fire on?

So if you're feeling lonely, don't
You're the only one I'll ever want
I only want to make it go
So if I love you a little more than I should
Please forgive me, I know not what I do
Please forgive me, I can't stop loving you
Don't deny me, this pain I'm going through
Please forgive me, if I need you like I do
Please believe me (Oh believe it), every word I say is true
Please forgive me, I can't stop loving you

Still feels like our best times are together
Feels like the first touch
Still getting closer baby
Can't get closer enough
Still holding on
You're still number one
I remember the smell of your skin
I remember everything
I remember all the moves
I remember you yeah
I remember the nights, you know I still do

So if you're feeling lonely, don't
You're the only one I'll ever want
I only want to make it go
So if I love you a little more than I should
Please forgive me, I know not what I do
Please forgive me, I can't stop loving you
Don't deny me, this pain I'm going through
Please forgive me, if I need you like I do
Please believe me (Oh believe it), every word I say is true
Please forgive me, I can't stop loving you

The one thing I'm sure of
Is the way we make love
The one thing I depend on
Is for us to stay strong
With every word and every breath I'm praying
That's why I'm saying

Please forgive me, I know not what I do
Please forgive me, I can't stop loving you
Don't deny me, this pain I'm going through
Please forgive me, if I need you like I do
Babe believe it, every word I say is true
Please forgive me, if I can't stop loving you
No, believe, I don't know what I do
Please forgive me, I can't stop loving you
I can't stop loving you"
66,Bon Jovi,Blaze of Glory,1990,"I wake up in the morning and I raise my weary head
I've got an old coat for a pillow and the earth was last night's bed
I don't know where I'm going only God knows where I've been
I'm a Devil on the run a six gun lover a candle in the wind

When you're brought into this world well they say you're born in sin
Well at least they gave me something I didn't have to steal or have to win
Well they tell me that I'm wanted, yeah I'm a wanted man
I'm a colt in your stable I'm what Cain was to Abel
Mister catch me if you can

I'm going out in a blaze of glory
Take me now but know the truth
I'm going out in a blaze of glory
And Lord I never drew first but I drew first blood
And I'm no one's son, call me young gun

You ask about my conscience and I offer you my soul
You ask if I'll grow to be a wise man well I ask if I'll grow old
You ask me if I've known love and what it's like to sing songs in the rain
Well, I've seen love come, I've seen it shot down
I've seen it die in vain

Shot down in a blaze of glory
Take me now but know the truth
'Cause I'm going down in a blaze of glory
Well Lord I never drew first but I drew first blood
I'm the Devil's son, call me young gun, yeah

Each night I go to bed I pray the Lord my soul to keep
No I ain't looking for forgiveness but before I'm six foot deep
Lord, I got to ask a favor and I hope you'll understand
'Cause I've lived life to the fullest let this boy die like a man
Staring down a bullet let me make my final stand

Shot down in a blaze of glory
Take me now but know the truth
I'm going out in a blaze of glory
Lord I never drew first but I drew first blood
And I'm no one's son, call me young gun
I'm a young gun yeah, young gun yeah yeah yeah
Young gun"
67,Mr Big,To Be With You,1992,"Hold on little girl
Show me what he's done to you
Stand up little girl
A broken heart can't be that bad

When it's through, it's through
Fate will twist the both of you
So come on baby, come on over
Let me be the one to show you

I'm the one who wants to be with you
Deep inside I hope you feel it too
Waited on a line of greens and blues
Just to be the next to be with you

Build up your confidence
So you can be on top for once
Wake up, who cares about
Little boys that talk too much

I've seen it all go down
Your game of love was all rained out
So come on baby, come on over
Let me be the one to hold you

I'm the one who wants to be with you
Deep inside I hope you feel it too
Waited on a line of greens and blues
Just to be the next to be with you

Why be alone when we can be together baby?
You can make my life worthwhile
I can make you start to smile

When it's through, it's through
Fate will twist the both of you
Come on baby, come on over
Let me be the one to show you

I'm the one who wants to be with you
Deep inside I hope you feel it too
Waited on a line of greens and blues
Just to be the next to be with you

I'm the one who wants to be with you
Deep inside I hope you feel it too
Waited on a line of greens and blues
Just to be the next to be with you

Just to be the next to be with you"
68,Sheryl Crow,All I Wanna Do,1994,"Hit it
This ain't no disco
It ain't no country club either
This is L.A.

""All I wanna do is have a little fun before I die""
Says the man next to me out of nowhere
It's apropos of nothing, he says his name is William
But I'm sure he's Bill or Billy or Mac or Buddy

And he's plain ugly to me
And I wonder if he's ever had a day of fun in his whole life
We are drinking beer at noon on Tuesday
In a bar that faces a giant car wash

The good people of the world
Are washing their cars on their lunch break
Hosing and scrubbing as best they can in skirts in suits

They drive their shiny Datsuns and Buicks
Back to the phone company, the record store too
Well they're nothing like Billy and me

'Cause all I wanna do is have some fun
I got a feeling I'm not the only one
All I wanna do is have some fun
I got a feeling I'm not the only one

All I wanna do is have some fun
Until the sun comes up
Over Santa Monica Boulevard

I like a good beer buzz early in the morning
And Billy likes to peel the labels from his bottles of Bud
He shreds them on the bar then he lights every match
In an oversized pack letting each one burn

Down to his thick fingers before blowing and cursing them out
And he's watching the bottles of Bud
As they spin on the floor

And a happy couple enters the bar
Dangerously close to one another
The bartender looks up from his want ads

But all I wanna do is have some fun
I got a feeling I'm not the only one
All I wanna do is have some fun
I got a feeling I'm not the only one

All I wanna do is have some fun
Until the sun comes up
Over Santa Monica Boulevard

Otherwise the bar is ours
The day and the night and the car wash, too
The matches and the Buds and the clean and dirty cars
The sun and the moon

But all I wanna do is have some fun
I got a feeling I'm not the only one
All I wanna do is have some fun
I got a feeling, I'm not the only one

All I wanna do is have some fun
I've got a feeling the party has just begun
All I wanna do is have some fun
I won't tell you, that you're the only one

All I wanna do is have some fun
Until the sun comes up
Over Santa Monica Boulevard

Until the sun comes up
Over Santa Monica Boulevard"
69,Rednex,Cotton Eye Joe,1994,"If it hadn't been for Cotton-Eye Joe
I'd been married long time ago
Where di dio can from, where di dio go?
Where di dio can from, Cotton-Eye Joe?

If it hadn't been for Cotton-Eye Joe
I'd been married long time ago
Where di dio can from, where di dio go?
Where di dio can from, Cotton-Eye Joe?

If it hadn't been for Cotton-Eye Joe
I'd been married long time ago
Where di dio can from, where di dio go?
Where di dio can from, Cotton-Eye Joe?

If it hadn't been for Cotton-Eye Joe
I'd been married long time ago
Where di dio can from, where di dio go?
Where di dio can from, Cotton-Eye Joe?

He came to town like a midwinter storm
He rode through the fields, so handsome and strong
His eyes was his tools and his smile was his gun
But all he had come for was having some fun

If it hadn't been for Cotton-Eye Joe
I'd been married long time ago
Where di dio can from, where di dio go?
Where di dio can from, Cotton-Eye Joe?

If it hadn't been for Cotton-Eye Joe
I'd been married long time ago
Where di dio can from, where di dio go?
Where di dio can from, Cotton-Eye Joe?

He brought disaster wherever he went
The hearts of the girls was to Hell, broken, sent
They all ran away so nobody would know
And left only men 'cause of Cotton-Eye Joe

If it hadn't been for Cotton-Eye Joe
I'd been married long time ago
Where did you come from, where did you go?
Where did you come from, Cotton-Eye Joe?

If it hadn't been for Cotton-Eye Joe
I'd been married long time ago
Where did you come from, where did you go?
Where did you come from, Cotton-Eye Joe?

If it hadn't been for Cotton-Eye Joe
I'd been married long time ago
Where did you come from, where did you go?
Where did you come from, Cotton-Eye Joe?
If it hadn't been for Cotton-Eye Joe
I'd been married long time ago
Where did you come from, where did you go?
Where did you come from, Cotton-Eye Joe?
If it hadn't been for Cotton-Eye Joe
I'd been married long time ago
Where did you come from, where did you go?
Where did you come from, Cotton-Eye Joe?"
70,Jennifer Lopez,If You Had My Love,1999,"Ay yo, you know what I feel like doing?
I feel like doing another Darkchild remix
'99, Darkchild, Jennifer

Come on and dance a little
Let me see you dance a little
I like it when you dance a little
Baby work it out and just dance a little

Come on and dance a little
Let me see you dance a little
I like it when you dance a little
Baby work it out and just dance a little

Come on and dance a little
Let me see you dance a little
I like it when you dance a little
Baby work it out and just dance a little

Now if I give you me
This is how it's got to be
First of all I won't take you cheating on me
And who can I trust, if I can't trust in you
And I refuse to let you play me for a fool

You said that we could possibly spend eternity
See that's what you told me, that's what you said
But if you want me
You have to be fulfilling all my dreams
If you really want me baby

If you had my love
And I gave you all my trust
Would you comfort me?
And if somehow you knew
That your love would be untrue
Would you lie to me?
And call me baby

You said you want my love
And you've got to have it all
But first there are some things you need to know
If you wanna live with all I have to give
I need to feel true love or it's got to end, yeah

I don't want you tryin' to get with me
And I end up unhappy
I don't need the hurt and I don't need the pain
So before I do, give myself to you
I have to know the truth
If I spend my life with you

If you had my love
And I gave you all my trust
Would you comfort me?
And if somehow you knew
That your love would be untrue
Would you lie to me?
And call me baby

If you had my love
And I gave you all my trust
Would you comfort me?
And if somehow you knew
That your love would be untrue
Would you lie to me?
And call me baby

Come on and dance a little
Let me see you dance a little
I like it when you dance a little
Baby work it out and just dance a little

Come on and dance a little
Let me see you dance a little
I like it when you dance a little
Darkchild, Jennifer Lopez, come on

If you had my love
And I gave you all my trust
Would you comfort me?
And if somehow you knew
That your love would be untrue
Would you lie to me?
And call me baby

If you had my love
And I gave you all my trust
Would you comfort me?
And if somehow you knew
That your love would be untrue
Would you lie to me?
And call me baby"
71,Natalie Imbruglia,Torn,1998,"I thought, I saw a man brought to life
He was warm, he came around and he was dignified
He showed me what it was to cry

Well, you couldn't be that man I adored
You don't seem to know
Seem to care what your heart is for
But I don't know him anymore

There's nothing where he used to lie
The conversation has run dry
That's what's going on
Nothing's fine, I'm torn

I'm all out of faith
This is how I feel
I'm cold and I am shamed
Lying naked on the floor

Illusion never changed
Into something real
I'm wide awake and I can see
The perfect sky is torn
You're a little late, I'm already torn

So I guess the fortune teller's right
Should have seen just what was there
And not some holy light

It crawled beneath my veins
And now I don't care, I had no luck
I don't miss it all that much
There's just so many things
That I can touch, I'm torn

I'm all out of faith
This is how I feel
I'm cold and I am shamed
Lying naked on the floor

Illusion never changed
Into something real
I'm wide awake and I can see
The perfect sky is torn
You're a little late, I'm already torn, torn

There's nothing where he used to lie
My inspiration has run dry
That's what's going on
Nothing's right, I'm torn

I'm all out of faith
This is how I feel
I'm cold and I am shamed
Lying naked on this floor

Illusion never changed
Into something real
I'm wide awake and I can see
The perfect sky is torn

I'm all out of faith
This is how I feel
I'm cold and I'm ashamed
Bound and broken on the floor
You're a little late, I'm already torn, torn"
72,REM,Losing My Religion,1991,"Oh, Life is bigger
It's bigger than you
And you are not me
The lengths that I will go to
The distance in your eyes
Oh no I've said too much
I set it up

That's me in the corner
That's me in the spotlight
Losing my religion
Trying to keep up with you
And I don't know if I can do it
Oh no I've said too much
I haven't said enough
I thought that I heard you laughing
I thought that I heard you sing
I think I thought I saw you try

Every whisper
Of every waking hour I'm
Choosing my confessions
Trying to keep an eye on you
Like a hurt lost and blinded fool, fool
Oh no I've said too much
I set it up

Consider this
Consider this
The hint of the century
Consider this
The slip that brought me
To my knees failed
What if all these fantasies
Come flailing around
Now I've said too much
I thought that I heard you laughing
I thought that I heard you sing
I think I thought I saw you try

But that was just a dream
That was just a dream

That's me in the corner
That's me in the spotlight, I'm
Losing my religion
Trying to keep up with you
And I don't know if I can do it
Oh no, I've said too much
I haven't said enough
I thought that I heard you laughing
I thought that I heard you sing
I think I thought I saw you try

But that was just a dream
Try, cry, why try?
That was just a dream
Just a dream, just a dream
Dream

REM:: Ver todas las"
73,Haddaway,What is Love?,1993,"What is love?
Baby, don't hurt me
Don't hurt me no more
Baby don't hurt me
Don't hurt me no more

What is love?
Yeah

I don't know why you're not there
I give you my love but you don't care
So what is right and what is wrong?
Gimme a sign

What is love
Baby, don't hurt me
Don't hurt me no more
What is love?
Baby, don't hurt me
Don't hurt me no more

Whoa, whoa, whoa, whoa, whoa, whoa, uh, uh
Whoa, whoa, whoa, whoa, whoa, whoa, uh, uh

Oh, I don't know, what can I do?
What else can I say, it's up to you
I know we're one, just me and you
I can't go on

What is love?
Baby, don't hurt me
Don't hurt me no more
What is love?
Baby, don't hurt me
Don't hurt me no more

Whoa, whoa, whoa, whoa, whoa, whoa, uh, uh
Whoa, whoa, whoa, whoa, whoa, whoa, uh, uh

What is love?
What is love?
What is love?
Baby, don't hurt me
Don't hurt me no more

Don't hurt me
Don't hurt me

I want no other, no other lover
This is our life, our time
We are together, I need you forever
Is it love?

What is love?
Baby, don't hurt me
Don't hurt me no more
What is love?
Baby, don't hurt me
Don't hurt me no more

Whoa, whoa, whoa, whoa, whoa, whoa, uh, uh
Whoa, whoa, whoa, whoa, whoa, whoa, uh, uh

What is love?
Baby, don't hurt me
Don't hurt me no more
What is love?
Baby, don't hurt me
Don't hurt me no more

Baby, don't hurt me
Don't hurt me no more
Baby, don't hurt me
Don't hurt me no more
What is love?"
74,Roxette,Joyride,1991,"C'mon join the joyride, everybody
Okay, hello, you fool, I love you
C'mon join the joyride, okay

I hit the road out of nowhere
I had to jump in my car
Be a rider in a love game
Following the stars
Don't give me book of wisdom
I get no money talk at all

She has a train going downtown
She's got a club on the moon
And she's telling all her secrets
In a wonderful balloon
She's the heart of the funfair
She's got me whistling in a private tune

And it all begins
Where it ends
And she's all mine
My magic friend

Okay, she says hello
You fool, I love you
C'mon join the joyride
Join the joyride, oh yeah

She's a flower, I can paint her
She's a child of the sun
We're a part of this together
Could never turn around and run
Don't need no fortune teller
To know where my lucky love belongs, oh no

'Cos it all, it all begins
Again where it ends
And we're all, we're all magic friends
We're all magic friends

She says, hello,
You fool, I love you
C'mon join the joyride
Join the joyride

She says, hello,
You fool, I love you
C'mon join the joyride
Be a joyrider, okay

I'll take you on a sky ride
Feeling like you're spellbound
Sunshine is a lady
Who rocks you like a baby

She says, hello
You fool, I love you
C'mon join the joyride
Join the joyride

Hello, you fool,
I love you
C'mon join the joyride
Join the joyride

Hello, you fool
I love you
C'mon, c'mon join the joyride
Be a joyrider

Hello, hello you fool
I love you
C'mon, c'mon join the joyride
Be a joyrider"
75,Robert Miles,Children,1996,[Instrumental]
76,The Goo Goo Dolls,Iris,1998,"And I'd give up forever to touch you
'Cause I know that you feel me somehow
You're the closest to heaven that I'll ever be
And I don't want to go home right now

And all I can taste is this moment
And all I can breathe is your life
'Cause sooner or later it's over
I just don't want to miss you tonight

And I don't want the world to see me
'Cause I don't think that they'd understand
When everything's made to be broken
I just want you to know who I am

And you can't fight the tears that ain't coming
Or the moment of truth in your lies
When everything feels like the movies
Yeah you bleed just to know you're alive

And I don't want the world to see me
'Cause I don't think that they'd understand
When everything's made to be broken
I just want you to know who I am

And I don't want the world to see me
'Cause I don't think that they'd understand
When everything's made to be broken
I just want you to know who I am

And I don't want the world to see me
'Cause I don't think that they'd understand
When everything's made to be broken
I just want you to know who I am
I just want you to know who I am
I just want you to know who I am
I just want you to know who I am"
77,Kris Kross,Jump,1992,"Jump, jump
You should know, you should know thatahhh
Kris Kross is not having anything today
As we stand there totally krossed out
We commence to make you

Jump, jump
The Mac Dad will make ya Jump Jump
The Daddy Mac will make ya Jump Jump
Kris Kross will make ya Jump Jump

Don't try to compare us to another bad little fad
I'm the Mac and I'm bad givin' ya something that you never had
I'll make ya rump rump wiggle and shake your rump
'Cause I'll be kicking the flavor that makes you wanna Jump
How high? Real high
Cause I'm just so fly
A young loveable, huggable type of guy
And everything is to the back with a little slack
'Cause inside-out its wiggida wiggida wiggida wack
I come stompin' with somethin' pump to keep you jumpin'
R&B; - rap and bullcrap is what I'm dumpin'
And ain't something about Kris Kross we all that
So when they ask do they rock say believe that

Jump, jump
The Mac Dad will make ya jump, jump
A Daddy Mac will make ya jump, jump
Kris Kross will make ya jump, jump
uh huh uh huh
Jump, jump
The Mac Dad will make ya jump, jump
A Daddy Mac will make ya jump, jump
Kris Kross will make ya jump, jump

I like my stuff knockin' knockin'
I love it when a girl is like jockin' jockin'
The D-A-double D-Y-M-A-C
Yeah you know me
I got you jumpin' an' pumpin' an pump movin' all around
G In the mix I make ya six steps back
They try to step to the Mac then they got jacked
To the back you'll be sportin' the gear that's coincidental
Act like you know it so don't be claiming that it's mental

Two lil' kids with a flow you ain't ever heard
And none faking you can understand every word
As you listen to my cool school melody
The Daddy makes you J-U-M-P

Jump Jump
The Mac Dad will make you jump, jump
A Daddy Mac will make you jump, jump
Kris Kross will make you jump, jump
uh huh uh huh
Jump Jump
The Mac Dad will make you jump, jump
A Daddy Mac will make you jump, jump
Kris Kross will make you jump, jump

Now, the formalities of this and that
Is that Kris Kross ain't comin' off wack
And for all ya'll sucks that don't know
Check it out

Some of them try to rhyme but they can't rhyme like this (Go, go!)
Some of them try to rhyme but they can't rhyme like this (Go, go!)
Some of them try to rhyme but they can't rhyme like this (Go, go!)
Some of them try to rhyme but they can't (Go, go!)
'Cause I'm the miggida miggida miggida Mac Daddy
the Miggida miggida miggida Mac
'Cause I'm the miggida miggida miggida Mac Daddy
the Miggida miggida miggida Mac

I make you wanna

Jump Jump
The Mac Dad will make you jump, jump
A Daddy Mac will make you jump, jump
Kris Kross will make you jump, jump
uh huh uh huh
Jump, jump
The Mac Dad will make ya Jump Jump
The Daddy Mac will make ya Jump Jump
Kris Kross will make ya Jump Jump
uh huh uh huh
Jump, jump
The Mac Dad will make ya Jump Jump
The Daddy Mac will make ya Jump Jump
Kris Kross will make ya Jump Jump
Believe dat!"
78,Scatman John,Scatman (Ski-Ba-Bop-Ba-Dop-Bop),1995,"Exception occurred 
HTTP Error 404: Not Found"
79,Oasis,Wonderwall,1996,"Today is gonna be the day
That they're gonna throw it back to you
By now you should've somehow
Realized what you gotta do
I don't believe that anybody
Feels the way I do about you now

Back beat, the word is on the street
That the fire in your heart is out
I'm sure you've heard it all before
But you never really had a doubt
I don't believe that anybody
Feels the way I do about you now

And all the roads we have to walk are winding
And all the lights that lead us there are blinding
There are many things that I would like to say to you
But I don't know how

Because maybe
You're gonna be the one that saves me
And after all
You're my wonderwall

Today was gonna be the day
But they'll never throw it back to you
By now you should've somehow
Realized what you're not to do
I don't believe that anybody
Feels the way I do about you now

And all the roads that lead you there were winding
And all the lights that light the way are blinding
There are many things that I would like to say to you
But I don't know how

I said maybe
You're gonna be the one that saves me
And after all
You're my wonderwall

I said maybe
You're gonna be the one that saves me
And after all
You're my wonderwall

I said maybe
You're gonna be the one that saves me
You're gonna be the one that saves me
You're gonna be the one that saves me"
80,Michael Jackson,Scream,1995,"Michael Jackson
Miscellaneous
Scream
                (feat. Janet Jackson)
[Michael]
Tired of injustice
Tired of the schemes
The lies are disgusting
So what does it mean
Kicking me down
I got to get up
As jacked as it sounds
The whole system sucks

[Janet]
Peek in the shadow
Come into the light
You tell me I'm wrong
Then you better prove you're right
You're sellin' out souls but
I care about mine
I've got to get stronger
And I won't give up the fight
[Michael]
With such confusions don't it make you wanna scream
Your bash abusin' victimize within the scheme
(Janet)
You try to cope with every lie they scrutinize
[Both]
Somebody please have mercy
'Cause I just can't take it
Stop pressurin' me
Just stop pressurin' me
Stop pressurin' me
Make me wanna scream
Stop pressurin' me
Just stop pressurin' me
Stop pressurin' me
Make you just wanna scream

[Michael]
Tired of you tellin' the story your way
It's causin' confusion
You think it's okay

[Janet]
You Keep changin' the rules
While I keep playin' the game
I can't take it much longer
I think I might go insane

[Michael]
With such confusion don't it make you wanna scream
Your bash abusin' victimize within the scheme
(Janet)
You find your pleasure scandalizin' every lie
[Both]
Oh father, please have mercy 'cause I just can't take it
Stop pressurin' me
Just stop pressurin' me
Stop pressurin' me
Make me wanna scream
Stop pressurin' me
Just stop pressurin' me
Stop *?!@#!in' with me
Make me wanna scream

[Janet]
""Oh my God, can't believe what I saw
As I turned on the TV this evening
I was disgusted by all the injustice
All the injustice""
[Michael]
""All the injustice""

[News Man]
""A man has been brutally beaten to death by
Police after being wrongly identified as a
robbery suspect. The man was
an 18 year old black male...""

[Michael]
With such collusions don't it make you wanna scream
Your bash abusin' victimize within the scheme
[Janet]
You try to cope with every lie they scrutinize
[Both]
Oh brother please have mercy 'Cause I just can't take it
Stop pressurin' me
Just stop pressurin' me
Stop pressurin' me
Make me wanna scream
Stop pressurin' me
Just stop pressurin' me
Stop pressurin' me
Make me wanna scream
Stop pressurin' me
Just stop pressurin' me
Stop pressurin' me
Make me wanna scream
Stop pressurin' me
Just stop pressurin' me
Stop pressurin' me
Make me wanna scream"
81,Prince,The Most Beautiful Girl in the World,1994,"Could you be
The most beautiful girl in the world
It's plain to see
You're the reason that God made a girl

When the day turns into the last day of all time
I can say, I hope you are in these arms of mine
And when the night falls before that day I will cry
I will cry tears of joy
'Cause after you all one can do is die

Could you be
The most beautiful girl in the world, could you be
It's plain to see
You're the reason that God made a girl
You're the reason that God made a girl
Oh yes, you are

How can I get through days when I can't get through hours
I can try but when I do I see you and I'm devoured, oh yes
Who'd allow, who'd allow a face to be soft as a flower
I could bow and feel proud in the light of this power, oh yes
  (Bow down)

Could you be
(Could you be)
The most beautiful girl in the world
Could you be
It's plain to see
You're the reason that God made a girl
Oh yes, you are

And if the stars ever fell one by one from the sky
I know Mars could not be too far behind
'Cuz baby, this kind of beauty has got no reason to ever be shy
'Cuz honey, this kind of beauty the kind that comes from inside

Could you be
(Could you be)
The most beautiful girl in the world
(So beautiful, beautiful )
It's plain to see
(Plain to see)
You're the reason that God made a girl, oh yeah
Oh yes, you are

Could you be"
82,Offspring,Pretty Fly (For a White Guy),1999,We do not have the lyrics for Pretty Fly (For a White Guy (In the Style of the Offspring) [Karaoke Version) yet.
83,Madonna,Take a Bow,1995,"Take a bow, the night is over
This masquerade is getting older
Lights are low, the curtains down
There's no one here
  (There's no one here, there's no one in the crowd)

Say your lines but do you feel them
Do you mean what you say
When there's no one around
(No one around)
Watching you, watching me, one lonely star
(One lonely star you don't know who you are)

I've always been in love with you
(Always with you)
I guess you've always known it's true
(You know it's true)
You took my love for granted, why? Oh, why?
The show is over, say goodbye
Say goodbye
(Bye, bye)
Say goodbye

Make them laugh, it comes so easy
When you get to the part
Where you're breaking my heart
(Breaking my heart)
Hide behind your smile, all the world loves a clown
  (Just make 'em smile, the whole world loves a clown)

Wish you well, I cannot stay
You deserve an award for the role that you played
(Role that you played)
No more masquerade, you're one lonely star
(One lonely star and you don't know who you are)

I've always been in love with you
(Always with you)
I guess you've always known it's true
(You know it's true)
You took my love for granted, why? Oh, why?
The show is over, say goodbye

I've always been in love with you
(Always with you)
I guess you've always known it's true
(You know it's true)
You took my love for granted, why? Oh, why?
The show is over, say goodbye
Say goodbye
(Bye, bye)
Say goodbye

All the world is a stage
(World is a stage)
And everyone has their part
(Has their part)
But how was I to know which way the story'd go
How was I to know you'd break
(You'd break, you'd break, you'd break)
You'd break my heart

I've always been in love with you
(I've always been in love with you)
Guess you've always known
You took my love for granted, why? Oh, why?
The show is over, say goodbye

I've always been in love with you
(Always with you)
I guess you've always known it's true
(You know it's true)
You took my love for granted, why? Oh, why?
The show is over, say goodbye
Say goodbye
(Bye, bye)
Say goodbye

Say goodbye"
84,Janet Jackson,Together Again,1998,"There are times
When I look above and beyond
There are times
When I feel your love around me baby
I'll never forget ma' baby
(I'll never forget you)

There are times
When I look above and beyond
There are times
When I feel your love around me baby
I'll never forget ma baby

When I feel that I don't belong
Draw my strength
From the words when you said
Hey, it's about you baby
Look deeper inside you baby

Dream about us together again
When I want us together again baby
I know we'll be together again 'cause

Everywhere I go
Every smile I see
I know you are there
Smilin' back at me

Dancin' in moonlight
I know you are free
'Cuz I can see your star
Shinin' down on me

(Together again, ooh)
Good times we'll share again
(Together again, ooh)
That makes me wanna dance

(Together again, ooh)
Say it loud and proud
(Together again, ohh)
All my love's for you

Always been a true angel to me
Now above, I can't wait for you
To wrap your wings around me baby
Wrap them around me baby

Sometimes hear you whisperin'
No more pain
No worries will you ever see now baby
I'm so happy for ma baby

I dream about us together again
When I want us together again baby
I know we'll be together again 'cause

Everywhere I go
Every smile I see
I know you are there
Smilin' back at me

Dancin' in moonlight
I know you are free
'Cuz I can see your star
Shinin' down on me

(Together again, ooh)
Good times we'll share again
(Together again, ooh)
That makes me wanna dance

(Together again, ooh)
Say it loud and proud
(Together again, ohh)
All my loves for you

There are times
When I look above and beyond
There are times
When I feel you smile upon me baby
I'll never forget ma baby

What'll I give just to hold you close
As on earth
In heaven we will be together baby
Together again ma baby

Everywhere I go
Every smile I see
I know you are there
Smilin' back at me

Dancin' in moonlight
I know you are free
'Cuz I can see your star
Shinin' down on me

Everywhere I go
Every smile I see
I know you are there
Smilin' back at me

Dancin' in moonlight
I know you are free
'Cuz I can see your star
Shinin' down on me"
85,Enigma,Sadeness,1991,"* Servicio no gratuito
Procedamus in pace
in nomine christi, amen
(let us go forth in peace
in the name of christ, so be it)
Cum angelis et pueris,
fideles inveniamur
(we shall find the faithful in the
company of angels and children)
Attollite portas, principes, vestras
et elevamini, portae aeternales
et introibit rex gloriae
qius est iste rex glorie?
(lift up ye heads o ye glorious gates,
and be ye lifted up ye everlasting doors,
and the king of glory shall come in.
who is the king of glory?)
Sade, dis-moi,
sade, donnes-moi
(sade tell me
sade give me)
Procedamus in pace
in nomine christi, amen
(shall we proceed in peace
in the name of christ, amen)
Sade, dis-moi
qu'est-ce que tu vas chercher?
le bien par le mal
la vertu par le vice
sade, dis-moi, pourquoi l'évangile du mal?
quelle est ta religion, où sont tes fidèles?
si tu es contre dieu, tu es contre l'homme
(sade tell me
what is it that you seek?
the rightness of wrong
the virtue of vice
sade tell me why the gospel of evil?
what is your religion? where are your faithful?
if you are against god, you are against man)
Sade dit moi pourquoi le sang pour le plaisir?
le plaisir sans l'amour.
n'y a t'il plus de sentiment dans le culte de l'homme?
(sade tell me why blood for pleasure?
pleasure without love?
is there no longer any feeling in man's faith?)
Sade, es-tu diabolique ou divin?
(sade are you diabolical or divine?)
Sade, dis-moi
hosanna
sade, donnes-moi
hosanna
sade, dis-moi
hosanna
sade, donnes-moi
hosanna
(sade tell me
hosanna
sade give me
hosanna
sade tell me
hosanna
sade give me
hosanna)
In nomine christi, amen
(in the name of christ, amen)"
86,Snap,Rhythm is a Dancer,1992,"Rhythm is a dancer
It's a soul companion
You can feel it everywhere
Lift your hands and voices
Free your mind and join us
You can feel it in the air

Oh it's a passion
Oh you can feel it yeah
Oh it's a passion
Ohh

Check this out
Let the rhythm ride you, guide you
Sneak inside you set your mind to move
To its pulsation, bass vibrations
Sense sensation, pause is not implicit
Mind and body must be free too
Please take it all way, nothing to lose
Everything to win

Let it control you hold you mold you
Not the old, the new, touch it, taste it
Free your soul let it invade you
Gotto to be what you wanna
If the groove don't get you the rhyme flow's gonna
I'm serious as cancer when I say
""Rhythm is a dancer""

Rhythm is a dancer
It's a source companion
People feel it everywhere
Lift your hands and voices
Free your mind and join us
You can feel it in the air

Oh it's a passion
Oh you can feel it yeah
Oh it's a passion
Ohh

I'm serious as cancer when I say
""Rhythm is a dancer""

Rhythm is a dancer
It's a source companion
People feel it everywhere
Lift your hands and voices
Free your mind and join us
You can feel it in the air

Oh it's a passion
Oh you can feel it yeah
Oh it's a passion
Ohh

Rhythm is a dancer
It's a source companion
People feel it everywhere
Lift your hands and voices
Free your mind and join us
You can feel it in the air

Oh it's a passion
Oh you can feel it yeah
Oh it's a passion
Ohh

Check this out
Let the rhythm ride you, guide you
Sneak inside you set your mind to move
To its pulsation, bass vibrations
Sense sensation, pause is not implicit
Mind and body must be free too
Please take it all way, nothing to lose
Everything to win

Let it control you hold you mold you
Not the old, the new, touch it, taste it
Free your soul let it invade you
Gotto to be what you wanna
If the groove don't get you the rhyme flow's gonna
I'm serious as cancer when I say
""Rhythm is a dancer""

Rhythm is a dancer
It's a source companion
People feel it everywhere
Lift your hands and voices
Free your mind and join us
You can feel it in the air

Oh it's a passion
Oh you can feel it yeah
Oh it's a passion
Ohh"
